UID	HOOFDTEELT_CTRL_COD	HOOFDTEELT_CTRL_COD_ORIG	HOOFDTEELT_CTRL_NAM_ORIG	GESP_PM	STAT_BGV
000028106B3B41B700000004	60	60	Grasland		BG
000028106B3B421C00000008	60	60	Grasland		BG
000028106B3B42E600000002	60	60	Grasland		BG
000028106B3B44DF00000002	60	60	Grasland		BG
000028106B3B460E00000006	60	60	Grasland		BG
000028106B3B46D800000009	60	60	Grasland		BG
000028106B3B769900000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3B776700000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3B77CC00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3B783100000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3B789600000007	202	202	Korrelmais		
000028106B3B78FB00000002	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106B3B796000000007	202	202	Korrelmais		
000028106B3B79C50000000A	202	202	Korrelmais		
000028106B3B7A8F00000002	901	202	Korrelmais		
000028106B3B7AF400000002	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106B3B7C2300000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3B7C8800000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3B7DB700000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3BDA7600000006	202	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106B3BE7E000000001	311	311	Wintertarwe		
000028106B3BE12B00000004	4	4	Houtkanten_en_houtwallen_<=_10_m_breed		
000028106B3BE19000000004	4	4	Houtkanten_en_houtwallen_<=_10_m_breed		
000028106B3D935700000004	311	311	Wintertarwe		
000028106B3D94EB00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D974900000004	6031	6031	Zaaizaad_wintertarwe_of_triticale		
000028106B3D987800000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D98DD00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D99420000000C	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D99A700000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D9A0C0000000D	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D9A7100000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D9AD60000000B	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D9B3B00000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D9BA000000003	91	91	Suikerbieten		
000028106B3D9D3400000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D9F9200000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3D9FF700000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3DA05C00000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B3E6E0100000006	3	3	Poelen_<=_0_1_ha		
000028106B3EAD8A0000000A	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B3EE40400000002	6	6	Begraasde_niet-landbouwgrond		
000028106B3F188100000001	8523	8523	Bloemkool_-_industrie		
000028106B3F6F5500000003	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106B3FAE7D00000006	311	311	Wintertarwe		
000028106B3F850C00000002	60	60	Grasland		BG1
000028106B3FBDE000000001	36	36	Spelt		
000028106B3FF58900000004	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B40885D00000002	9516	9516	Aardbeien		
000028106B408A5600000001	8523	8523	Bloemkool_-_industrie		
000028106B413DED00000006	322	322	Zomergerst		
000028106B41411500000001	322	322	Zomergerst		
000028106B419B1100000007	60	60	Grasland		BG
000028106B41D77600000001	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106B42A5E100000001	202	202	Korrelmais		
000028106B434F9B00000005	8410	8410	Stamslabonen/sperziebonen_-_industrie	MAA	
000028106B45531100000001	322	322	Zomergerst		
000028106B45930300000003	60	60	Grasland		BG
000028106B45969000000003	60	60	Grasland		BG
000028106B4596F500000003	60	60	Grasland		BG
000028106B4597BF0000000D	60	60	Grasland		BG
000028106B4598EE00000003	700	700	Grasklaver		BG
000028106B4599B800000002	60	60	Grasland		BG
000028106B45BCD900000003	60	60	Grasland		BG
000028106B45C6B600000005	60	60	Grasland		BG1
000028106B461B2C00000006	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B46AECA00000002	36	36	Spelt		
000028106B48294D00000006	60	60	Grasland		BG1
000028106B48518F00000003	8523	8523	Bloemkool_-_industrie		
000028106B61C65A00000003	8523	8523	Bloemkool_-_industrie		
000028106B48CE4B00000001	60	60	Grasland		BG1
000028106B48DDAE0000000A	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B4927E20000000B	60	60	Grasland		BG
00002810596957DD00000005	311	311	Wintertarwe		
00002810596958AB00000004	311	311	Wintertarwe		
0000281059695A3F00000002	311	311	Wintertarwe		
00002810596AAD4A00000001	60	60	Grasland		BG1
00002810596AADAF00000004	60	60	Grasland		BG1
00002810596B048300000001	71	71	Voederbieten		
00002810596B061700000003	321	321	Wintergerst		
00002810596B06E10000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810596B087500000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	EQW	
00002810596B08DA00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	EQW	
00002810596B0A0900000006	202	202	Korrelmais	MAA	
00002810596B0D960000000E	201	201	Silomais	MAA	
00002810596C40A800000001	604	604	Zaaizaad_olie-_en_vezelhoudende_planten		
00002810596C3BEC00000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810596CF56E00000002	35	35	Triticale		
000028106B4A666500000004	904	904	Aardappelen_(geplande_oogst_voor_1/9)	BGG	
000028106B4BC6DE00000001	36	36	Spelt		
000028106B4BDF5400000002	700	700	Grasklaver	MAA	BG1
000028106B4C1BB900000002	60	60	Grasland		BG2
000028106B4D209E00000005	311	311	Wintertarwe		
000028106B4D505F00000001	321	321	Wintergerst		
000028106B4D51F300000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D525800000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D54B600000001	321	321	Wintergerst		
000028106B4D571400000003	321	321	Wintergerst		
000028106B4D584300000001	321	321	Wintergerst		
000028106B4D590D00000002	321	321	Wintergerst		
000028106B4D597200000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	BGG	
000028106B4D5A3C00000001	311	311	Wintertarwe		
000028106B4D5BD000000002	311	311	Wintertarwe		
000028106B4D5C9A00000001	321	321	Wintergerst		
000028106B4D5CFF00000001	321	321	Wintergerst		
000028106B4D5E2E00000001	321	321	Wintergerst		
000028106B4D5E9300000004	311	311	Wintertarwe		
000028106B4D5EF800000002	311	311	Wintertarwe		
000028106B4D609000000003	311	311	Wintertarwe		
000028106B4D615A00000002	311	311	Wintertarwe		
000028106B4D61BF00000001	311	311	Wintertarwe		
000028106B4D628900000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D62EE00000007	321	321	Wintergerst		
000028106B4D635300000004	311	311	Wintertarwe		
000028106B4D63B800000003	321	321	Wintergerst		
000028106B4D64E700000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D661600000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D667B00000002	321	321	Wintergerst		
000028106B4D66E000000002	311	311	Wintertarwe		
000028106B4D6AD200000003	321	321	Wintergerst		
000028106B4D6B9C00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D6D3000000007	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D6EC400000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D6F2900000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D70BD00000001	321	321	Wintergerst		
000028106B4D712200000001	321	321	Wintergerst		
000028106B4D72B600000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D74AF0000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D764300000002	311	311	Wintertarwe		
000028106B4D76A800000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D77D700000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D783C00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D78A100000013	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D7A3500000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D7A9A00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D7AFF00000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D7B6400000001	321	321	Wintergerst		
000028106B4D7BC900000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4D7C2E00000009	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B4E78000000000B	60	60	Grasland		BG
000028106B4F6CB400000001	311	311	Wintertarwe		
000028106B4F6D1900000001	933	513	Drooggeoogste_erwten_(voor_menselijke_consumptie)		
000028106B50250700000002	322	322	Zomergerst		
000028106B502A8D00000002	322	321	Wintergerst		
000028106B50745C00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B5074C100000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B5075260000000D	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B5CE8B200000010	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B50E08200000001	60	60	Grasland		BG1
000028106B50E14C00000003	9828	9828	Natuurlijk_grasland_met_onderhoud		BG1
000028106B50E21600000002	9828	9828	Natuurlijk_grasland_met_onderhoud		BG2
000028106B51702E00000008	201	201	Silomais		
000028106B51A24D00000002	311	311	Wintertarwe		
000028106B51A3170000000D	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51A37C00000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51A44600000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51A51000000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51A70900000015	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51A7D300000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51A89D00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51A9CC00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AA9A00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AAFF0000000C	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AB6400000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51ABC900000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AC2E00000007	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AC9300000009	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51ACF80000000B	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	BGG	
000028106B51AD5D00000018	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51ADC200000007	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AE270000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AE8C0000000D	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AEF100000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AF5600000007	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51AFBB0000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B0200000001A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B1B400000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	BGG	
000028106B51B21900000011	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	BGG	
000028106B51B27E00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B2E30000000B	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B41200000008	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B47700000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B4DC00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B5A600000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B60B00000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B67000000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B73A00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B79F00000008	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B9330000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B99800000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51B9FD00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BA6200000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BAC700000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BB2C0000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BB9100000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BBF600000010	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BC5B0000000F	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BCC00000000B	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BDEF00000009	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	BGG	
000028106B51BE5400000007	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51BF8300000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51C04D0000000D	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B51DDE800000009	60	60	Grasland		BG
000028106B52428F00000005	312	312	Zomertarwe		
000028106B52A0E200000003	9714	9714	Andere_meerjarige_fruitteelten		
000028106B52FD3C00000003	35	35	Triticale		
000028106B53251D00000007	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B5326B100000007	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B5327E00000000A	9410	9410	Stamslabonen/sperziebonen_-_vers		
000028106B53567200000001	700	700	Grasklaver		BG
000028106B6E494D00000002	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
000028106B54601300000005	643	643	Gele_mosterd		
000028106B54994C0000000B	9511	9511	Asperges_-_vers		
000028106B54B87B00000004	9511	9511	Asperges_-_vers		
000028106B54BAD900000002	9511	9511	Asperges_-_vers		
000028106B54BC6D00000002	9511	9511	Asperges_-_vers		
000028106B54BD9C00000002	9511	9511	Asperges_-_vers		
000028106B54C05F00000001	9511	9511	Asperges_-_vers		
000028106B55057200000002	9511	9511	Asperges_-_vers		
000028106B5528F800000002	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106B55295D00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106B5529C200000002	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106B552A2700000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106B552A8C00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106B552AF100000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106B552B5600000002	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106B552BBB00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106B554C7E00000004	749	749	Mengsel_met_1_of_meerdere_vlinderbloemigen		
000028106B554D4800000003	749	749	Mengsel_met_1_of_meerdere_vlinderbloemigen		
000028106BA217CF00000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B55A22300000016	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
000028106B560CB500000002	60	60	Grasland		BG1
000028106B564D7100000002	82	82	Braakliggend_land_met_onderhoud		
000028106B564DD600000008	3	3	Poelen_<=_0_1_ha		
000028106B569DF500000003	201	201	Silomais	MAA	
000028106B57BE7C00000002	321	321	Wintergerst		
000028106B57BFAB00000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B58155000000003	202	202	Korrelmais		
000028106B5865D400000002	311	311	Wintertarwe		
000028106B58676800000003	311	311	Wintertarwe		
000028106B588EE000000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	EQW	
000028106B5976F40000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B597BB000000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	EQW	
000028106B5A217800000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	EQW	
000028106B5A237100000002	9514	9514	Ajuinen_(niet_vroege)_-_vers		
000028106B5A243B00000002	311	311	Wintertarwe		
000028106B5A282D00000003	311	311	Wintertarwe		
000028106B5A2A8B00000005	311	311	Wintertarwe		
000028106B59FB9400000001	895	895	Bomen_in_groep		
000028106B59FCC300000004	60	60	Grasland	MAA	BG1
000028106B5A40A70000000C	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106B5A42A000000006	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106B5A2E1800000001	9514	9514	Ajuinen_(niet_vroege)_-_vers		
000028106B5A2E7D00000003	9563	8563	Ajuinen_(vroege)_-_industrie	EQW	
000028106B5A2EE200000007	9514	9514	Ajuinen_(niet_vroege)_-_vers		
000028106B5A2F4700000004	9514	9514	Ajuinen_(niet_vroege)_-_vers		
000028106B5A31A500000008	311	311	Wintertarwe		
000028106B5A333900000002	9514	9514	Ajuinen_(niet_vroege)_-_vers		
000028106B5A339E00000009	9514	9514	Ajuinen_(niet_vroege)_-_vers		
000028106B5A34680000000A	9514	9514	Ajuinen_(niet_vroege)_-_vers		
000028106B5A359700000002	9514	9514	Ajuinen_(niet_vroege)_-_vers		
000028106B5ABF580000000C	391	391	Mengteelt_andere_wintergranen_en_winterteelt_vlinderbloemige		
000028106B5B2D7700000004	201	201	Silomais	BGG	
000028106B5B68440000000E	321	321	Wintergerst		
000028106B5B90EB00000008	8523	8523	Bloemkool_-_industrie		
000028106B5B986E00000004	8523	8523	Bloemkool_-_industrie		
000028106B5C126300000001	60	60	Grasland		BG5
000028106B5C37180000000B	60	60	Grasland		BG2
000028106B5C38AC00000002	60	60	Grasland		BG1
000028106B5C467B00000006	700	700	Grasklaver		BG3
000028106B5C673E00000007	700	700	Grasklaver		BG1
000028106B5C57DB00000002	311	311	Wintertarwe		
000028106B5C5D6100000003	749	749	Mengsel_met_1_of_meerdere_vlinderbloemigen		
000028106B5CF42700000001	311	311	Wintertarwe		
000028106B5D14EA00000002	60	60	Grasland		BG1
000028106B5E30B100000003	60	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		BG1
000028106B5E330F00000002	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B5EFD8C00000002	36	36	Spelt		
000028106B5EFDF10000000D	522	522	Zomerveldbonen_-_niet_menselijke_consumptie	BGG	
000028106B5F80F900000002	60	60	Grasland		BG
000028106B5F81C300000004	60	60	Grasland		BG
000028106B5FE1AE00000001	312	312	Zomertarwe		
000028106B6055B800000004	312	312	Zomertarwe		
000028106B614EC300000003	60	60	Grasland		BG1
000028106B616A0000000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B616CC300000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B616F8600000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B61731300000004	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B6230EC00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B6231B600000009	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B62BA4800000002	202	202	Korrelmais	BGG	
000028106B63B48200000002	60	60	Grasland	MAA	BG5
000028106B63B4E700000002	60	60	Grasland	MAA	BG
000028106B645F0600000003	311	311	Wintertarwe		
000028106B6489A600000006	60	60	Grasland		BG1
000028106B6509EB00000003	9410	9410	Stamslabonen/sperziebonen_-_vers		
000028106B650AB500000006	9410	9410	Stamslabonen/sperziebonen_-_vers		
000028106B651E0E00000005	392	392	Mengteelt_zomergranen_en_zomerteelt_vlinderbloemige		
000028106B65322D00000001	392	392	Mengteelt_zomergranen_en_zomerteelt_vlinderbloemige		
000028106B65786F00000002	60	60	Grasland		BG1
000028106B66C20200000004	8523	8523	Bloemkool_-_industrie		
000028106B66C26700000002	9519	9519	Spinazie_-_vers		
000028106B670D6500000005	895	895	Bomen_in_groep		
000028106B681A9300000002	60	60	Grasland		BG1
000028106B681B5D00000004	60	60	Grasland		BG1
000028106B680F8700000003	91	91	Suikerbieten		
000028106B69957B00000002	311	311	Wintertarwe		
000028106B69996D00000001	36	36	Spelt		
000028106B6999D200000002	36	36	Spelt		
000028106B699A3700000001	36	36	Spelt		
000028106B699A9C00000005	36	36	Spelt		
000028106B69C79A00000002	341	341	Winterhaver		
000028106B6AACEB00000005	8563	8563	Ajuinen_(vroege)_-_industrie		
000028106B6AF84E00000002	311	311	Wintertarwe		
000028106B6AF8B300000002	341	341	Winterhaver		
000028106B6AF91800000002	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
000028106B6AF98100000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B6C476700000002	9511	9511	Asperges_-_vers		
000028106B6CCA7300000001	9511	9511	Asperges_-_vers		
000028106B6CCAD800000002	9511	9511	Asperges_-_vers		
000028106B6CCB3D00000004	9511	9511	Asperges_-_vers		
000028106B6CCBA200000001	9511	9511	Asperges_-_vers		
000028106B6CCC0700000002	9511	9511	Asperges_-_vers		
000028106B6CCC6C00000002	9511	9511	Asperges_-_vers		
000028106B96C72400000002	512	512	Voedererwten_(zomerteelt)_-_niet_menselijke_consumptie		
000028106B6D2D8200000002	311	311	Wintertarwe		
000028106B6D2DE700000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B6D2E4C0000001D	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B6D2EB100000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B6D2F7B00000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B6D2FE000000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B6D317400000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B6D6B1600000002	60	60	Grasland		BG2
000028106B6D6B7B00000003	60	60	Grasland		BG1
000028106B6DF6D00000000B	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B6E21D500000007	831	931	Erwten_(andere_dan_droog_geoogst)_-_vers		
000028106B6E34C500000003	60	60	Grasland		BG1
000028106B8E0F2900000003	202	202	Korrelmais		
000028106B711CC600000001	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
000028106B7132E200000009	9561	9561	Witloofwortel		
000028106B71334700000002	9561	9561	Witloofwortel		
000028106B7133AC00000003	9561	9561	Witloofwortel		
000028106B71341100000002	9561	9561	Witloofwortel		
000028106B71360A00000008	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B716D4A00000006	60	60	Grasland		BG1
000028106B7193F800000003	60	60	Grasland		BG
000028106B71D32000000004	82	82	Braakliggend_land_met_onderhoud		
000028106B7210B000000007	60	60	Grasland	ECN	BG1
000028106B72362F00000009	9511	9511	Asperges_-_vers		
000028106B72407500000005	60	60	Grasland		BG
000028106B7269810000000B	523	523	Drooggeoogste_Vicia_bonen_(voor_menselijke_consumptie)		
000028106B796B6200000001	9511	9511	Asperges_-_vers		
000028106B79B85900000003	321	321	Wintergerst		
000028106B79BD7A00000006	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
000028106B79A49F00000004	60	60	Grasland		BG
000028106B79DD7300000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B79DEA200000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B79DFD100000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7A0F9200000002	9560	9560	Boomkweek_-_bos-_en_haagplanten		
000028106B7A138800000002	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106B7A145200000002	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106B7A17DF00000018	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106B7A197300000007	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106B7A9ED900000001	60	60	Grasland		BG5
000028106B7AA6BD00000002	36	36	Spelt		
000028106B7AAC4700000004	36	36	Spelt		
000028106B91F35D00000002	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B91F3C200000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B91FF9800000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B91FFFD00000002	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B92019100000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B9201F600000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B9202C000000009	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106B7ACF6400000004	9410	9410	Stamslabonen/sperziebonen_-_vers		
000028106B7B546900000005	524	524	Drooggeoogste_Phaseolus_bonen_(voor_menselijke_consumptie)		
000028106B7B77250000000F	60	60	Grasland		BG
000028106B7B785400000002	60	60	Grasland	MAA	BG1
000028106B7B7A4D00000002	60	60	Grasland		BG
000028106B7B7CAB00000002	60	60	Grasland	MAA	BG
000028106B7BE60E00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BE67300000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BE6D800000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BE80700000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BE99B00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BEA6500000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BEACA00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BEC5E00000009	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BECC300000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BED2800000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7BED8D00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106B7C406F00000006	311	311	Wintertarwe		
000028106B7C40D400000001	202	202	Korrelmais		
000028106B7C413900000006	311	311	Wintertarwe		
000028106B7C433200000002	202	202	Korrelmais		
000028106B7C465A00000007	201	201	Silomais		
000028106B7C5AE200000002	60	60	Grasland		BG1
000028106B7C761F00000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106B7CEA8E00000006	9538	9538	Prei_-_vers		
000028106B7D62EF00000004	4	4	Houtkanten_en_houtwallen_<=_10_m_breed		
